Unnamed: 0,stoploss,squee,lookback,ema_length,conv,length,lengthMA,lengthSignal,fast,slow,signal,net_profit
0,2.867819302267829,2.1217994473610133,10.01764189438856,14.71551125372973,48.72854452031159,27.00000412385429,33.42531613589617,8.999968750463836,14.867330063808453,31.350465248088145,15.103431042803988,656.8436139546357
0,0.7500000000041012,2.884409410661731,13.85375114225992,22.934262532716424,56.4970604307303,27.833704206557638,28.445273669862157,7.012322124610565,12.141246891766947,29.933376203331047,9.175685976870206,627.6499999999141
0,4.2000000000362245,4.829801980659555,14.91225871032726,22.48050721901152,43.75795202258107,26.08971156493712,30.20254899452698,11.72604470741848,10.129285673817837,16.0,9.206769099593004,626.2499999991778
0,1.4500000000053268,4.652512159257009,14.937386108478282,25.727791132774648,46.94744724075706,26.83194659833557,33.82225163431316,7.061534183729368,15.502194156044943,27.9778024189226,18.7481503939171,605.7499999999127
0,7.750000000004728,4.881857167568724,12.493844845796213,23.928415803525557,38.551719857707766,28.395648320600777,31.39242130336914,11.31907754403356,16.696133231032814,23.966965645124205,10.520530620879232,590.5999999999076
0,5.100000000004346,5.171177907297013,16.888986297491087,15.408453686250477,65.65944993293091,26.165837984442373,29.46057989884149,6.617412589294284,11.91376170098896,24.5641680871228,13.891766129395524,589.5499999998356
0,0.7500000000042529,5.233248064867935,19.986778592536897,19.478860436470804,52.27019038956822,26.59198103985615,26.496544447513894,13.003360175833098,19.36068676584932,17.985352053545526,8.470984612854519,569.7999999999265
0,0.0,4.005646336612619,12.047851033814169,25.143629288548368,60.03664646502927,26.07844759036363,29.29181673976628,8.022612223870873,11.955399714776856,28.11119182222425,12.975865450358356,566.8499999999913
0,4.9963755078422025,4.796343072132166,9.000133101891615,13.16098117370804,65.06502581674692,18.85701992375372,35.00900808600794,9.251280333362487,8.826912387679638,21.0,7.826619159843597,565.5406123039429
0,0.0,5.0273426019592655,10.992001039618026,22.00059741796296,54.29437950587359,24.094423992055106,29.059032569005,6.0322224657481165,10.018554047616128,23.042074715872964,18.004090210842534,555.2000000000044
0,6.050000015215401,5.237210633041091,8.889748500457497,23.681358648910816,40.706386987420885,25.0280673027001,38.00065393640803,10.845968558950442,9.789836475361868,21.09108353844688,9.319100205710503,537.0999997108775
0,9.550000000002395,4.229830893200695,10.610189531125648,22.055313151762302,55.88191439047776,29.84381893548411,29.103616368525323,15.53271588748904,15.532829705797626,19.509591131787797,12.28851792304742,507.8499999999367
0,6.5320513229332615,5.056669712235115,16.728542202066578,16.37720738514445,54.968668295302336,20.987816477346893,39.59341625739772,8.11736037880859,11.174548101620667,23.786127926307127,13.368605827777278,493.61923015598586
0,2.0,3.605724063306149,11.785196917744484,19.955491284892013,57.912662513158125,27.03200992636147,27.36848487718504,14.003570217291678,8.882923066801018,30.81940382152789,15.881066014282824,479.6000000000022
0,0.9427224610220916,5.076452268285347,11.999965284505636,26.42386462244797,45.67234863206889,29.75722586675996,31.531032344249773,11.402233536300177,14.51937207203058,20.45080365542856,18.886377394978688,474.9392160134085
0,5.091748401888744,5.094860599358659,10.322632569340492,13.997502157851995,67.77558570792822,21.981514258676764,27.999999775406582,11.997039648787284,12.927765334964365,29.35967932722352,12.43791934520278,455.1985287659809
0,7.75000000000398,1.978264306987308,12.980534789060886,22.164888859699143,39.35268881677844,26.664947232806817,33.89884632996251,11.419486032594705,9.518719310816058,31.50262607519672,11.691619785275144,430.09999999994034
0,1.6026582336255517,2.8326086174303384,9.999999979888408,25.27675351330204,60.99180292944232,23.001719844298577,32.32965360506593,15.877191073417826,17.997980334809288,31.33488685114643,11.189147843530634,429.5574682619736
0,9.550000000001509,4.98072408696922,11.368944256130174,24.98927360489185,60.03634169113504,19.69696898858328,32.50718203227366,7.155331341173534,11.316428802387772,27.564388306400726,7.991584683352118,427.0499999999665
0,2.300000000007244,2.071014319243748,13.453588982841058,26.83796573374288,43.94073700464973,26.01059234192494,38.96680196656665,16.58014404428907,13.541690760324297,34.892979060771765,7.97592200380662,399.6499999999032
